Accuracy,F1,False Negative Scores,True Negative Scores,True Negative Rates,True Positive Scores,Positive Predictive Values,False Positive Scores,False Positive Rates,Negative Predictive Values,True Positive Rates,Matthews Correlation Coefficient,Threshold,Fraction Predicted As Positive,Fraction Predicted As Negative,Lift For Positive Class,Lift For Negative Class
0.25675675675675674,0.0,825.0,285.0,1.0,0.0,0.0,0.0,0.0,0.25675675675675674,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.25585585585585585,0.0,825.0,284.0,0.9964912280701754,0.0,0.0,1.0,0.0035087719298245615,0.2560865644724977,0.0,-0.05109033745042455,0.9601887177060603,0.0009009009009009009,0.9990990990990991,0.0,0.9973897774192018
0.26576576576576577,0.026284348864994027,814.0,284.0,0.9964912280701754,11.0,0.9166666666666666,1.0,0.0035087719298245615,0.2586520947176685,0.013333333333333334,0.041502167851902666,0.9464152777565221,0.010810810810810811,0.9891891891891892,1.2333333333333334,1.0073818425846035
0.27387387387387385,0.049528301886792456,804.0,283.0,0.9929824561403509,21.0,0.9130434782608695,2.0,0.007017543859649123,0.26034958601655933,0.025454545454545455,0.05654067741570593,0.9419772055222545,0.02072072072072072,0.9792792792792793,1.2284584980237154,1.013993124485547
0.28468468468468466,0.07674418604651163,792.0,283.0,0.9929824561403509,33.0,0.9428571428571428,2.0,0.007017543859649123,0.26325581395348835,0.04,0.08245066135553238,0.933853191954091,0.03153153153153153,0.9684684684684685,1.2685714285714287,1.02531211750306
0.2945945945945946,0.1010332950631458,781.0,283.0,0.9929824561403509,44.0,0.9565217391304348,2.0,0.007017543859649123,0.26597744360902253,0.05333333333333334,0.10151465562088806,0.9272641535060445,0.04144144144144144,0.9585585585585585,1.2869565217391306,1.0359121487930352
0.3009009009009009,0.12018140589569161,772.0,281.0,0.9859649122807017,53.0,0.9298245614035088,4.0,0.014035087719298246,0.2668566001899335,0.06424242424242424,0.09937221577423581,0.9217521459052056,0.051351351351351354,0.9486486486486486,1.2510366826156298,1.0393362323186885
0.30720720720720723,0.13692480359147025,764.0,280.0,0.9824561403508771,61.0,0.9242424242424242,5.0,0.017543859649122806,0.2681992337164751,0.07393939393939394,0.1041770133968993,0.9166246933998313,0.05945945945945946,0.9405405405405405,1.243526170798898,1.0445654365799557
0.309009009009009,0.14109742441209405,762.0,280.0,0.9824561403508771,63.0,0.9264705882352942,5.0,0.017543859649122806,0.2687140115163148,0.07636363636363637,0.1071480964623326,0.9162999162358331,0.06126126126126126,0.9387387387387387,1.246524064171123,1.0465703606424892
0.3153153153153153,0.1592920353982301,753.0,278.0,0.9754385964912281,72.0,0.9113924050632911,7.0,0.02456140350877193,0.2696411251212415,0.08727272727272728,0.10654976454002144,0.9134610559380465,0.07117117117117117,0.9288288288288289,1.2262370540851555,1.0501812241564144
0.3225225225225225,0.17903930131004367,743.0,276.0,0.968421052631579,82.0,0.9010989010989011,9.0,0.031578947368421054,0.27085377821393525,0.0993939393939394,0.1079859693495711,0.9094730987717448,0.08198198198198198,0.918018018018018,1.2123876123876125,1.0549041888332216
0.32882882882882886,0.19633225458468176,734.0,274.0,0.9614035087719298,91.0,0.8921568627450981,11.0,0.03859649122807018,0.2718253968253968,0.1103030303030303,0.10843707992883221,0.9052715549434146,0.0918918918918919,0.9081081081081082,1.200356506238859,1.058688387635756
0.33693693693693694,0.21535181236673773,724.0,273.0,0.9578947368421052,101.0,0.8938053097345132,12.0,0.042105263157894736,0.27382146439317956,0.12242424242424242,0.11603280310173889,0.9024499816931029,0.1018018018018018,0.8981981981981982,1.2025744167337087,1.0664625455313308
0.34144144144144145,0.2297154899894626,716.0,270.0,0.9473684210526315,109.0,0.8790322580645161,15.0,0.05263157894736842,0.2738336713995943,0.1321212121212121,0.11023273859376263,0.8995838741210469,0.11171171171171171,0.8882882882882883,1.1826979472140762,1.0665100886089462
0.34954954954954953,0.24791666666666667,706.0,269.0,0.9438596491228071,119.0,0.8814814814814815,16.0,0.056140350877192984,0.27589743589743587,0.14424242424242426,0.11775147101016636,0.8954782256206516,0.12162162162162163,0.8783783783783784,1.185993265993266,1.0745479082321188
