Accuracy,F1,False Negative Scores,True Negative Scores,True Negative Rates,True Positive Scores,Positive Predictive Values,False Positive Scores,False Positive Rates,Negative Predictive Values,True Positive Rates,Matthews Correlation Coefficient,Threshold,Fraction Predicted As Positive,Fraction Predicted As Negative,Lift For Positive Class,Lift For Negative Class
0.4306306306306306,0.3980952380952381,616.0,269.0,0.9438596491228071,209.0,0.9288888888888889,16.0,0.056140350877192984,0.303954802259887,0.25333333333333335,0.21427818811937796,0.8905952380952395,0.20270270270270271,0.7972972972972973,1.2497777777777779,1.183823966696402
0.4369369369369369,0.410933081998115,607.0,267.0,0.9368421052631579,218.0,0.923728813559322,18.0,0.06315789473684211,0.30549199084668194,0.2642424242424242,0.21469223927956121,0.8876222222222228,0.2126126126126126,0.7873873873873873,1.2428351309707242,1.189810911718656
0.43963963963963965,0.4197761194029851,600.0,263.0,0.9228070175438596,225.0,0.9109311740890689,22.0,0.07719298245614035,0.3047508690614137,0.2727272727272727,0.20536123108234752,0.8856642857142859,0.22252252252252253,0.7774774774774775,1.2256164887743835,1.1869244373970846
0.44684684684684683,0.43357933579335795,590.0,261.0,0.9157894736842105,235.0,0.9073359073359073,24.0,0.08421052631578947,0.30669800235017625,0.28484848484848485,0.20722771700761244,0.8820230158730167,0.23333333333333334,0.7666666666666666,1.2207792207792207,1.1945080091533182
0.45495495495495497,0.4474885844748858,580.0,260.0,0.9122807017543859,245.0,0.9074074074074074,25.0,0.08771929824561403,0.30952380952380953,0.296969696969697,0.21305619831058115,0.8792126984126987,0.24324324324324326,0.7567567567567568,1.220875420875421,1.2055137844611528
0.46306306306306305,0.46112115732368897,570.0,259.0,0.9087719298245615,255.0,0.9074733096085409,26.0,0.0912280701754386,0.31242460796139926,0.3090909090909091,0.21887801304239604,0.8754507936507939,0.2531531531531532,0.7468468468468468,1.2209640892914913,1.2168116310075552
0.46756756756756757,0.4709042076991943,562.0,256.0,0.8982456140350877,263.0,0.9006849315068494,29.0,0.10175438596491228,0.31295843520782396,0.3187878787878788,0.21533175821634729,0.8718793650793653,0.26306306306306304,0.736936936936937,1.2118306351183064,1.218890747651525
0.4702702702702703,0.4787234042553192,555.0,252.0,0.8842105263157894,270.0,0.8910891089108911,33.0,0.11578947368421053,0.31226765799256506,0.32727272727272727,0.20738020808164048,0.867978571428572,0.27297297297297296,0.727027027027027,1.198919891989199,1.2162003521815692
0.4810810810810811,0.49473684210526314,543.0,252.0,0.8842105263157894,282.0,0.8952380952380953,33.0,0.11578947368421053,0.3169811320754717,0.3418181818181818,0.21901515424936954,0.865192857142858,0.28378378378378377,0.7162162162162162,1.2045021645021645,1.2345580933465738
0.4891891891891892,0.5073848827106864,533.0,251.0,0.8807017543859649,292.0,0.8957055214723927,34.0,0.11929824561403508,0.3201530612244898,0.35393939393939394,0.22505400622935137,0.8626992063492064,0.2936936936936937,0.7063063063063063,1.2051310652537646,1.2469119226638024
0.4936936936936937,0.5163511187607573,525.0,248.0,0.8701754385964913,300.0,0.8902077151335311,37.0,0.12982456140350876,0.3208279430789133,0.36363636363636365,0.22213200485758108,0.8573825396825402,0.3036036036036036,0.6963963963963964,1.1977340167251147,1.2495404098862941
0.4981981981981982,0.525149190110827,517.0,245.0,0.8596491228070176,308.0,0.8850574712643678,40.0,0.14035087719298245,0.3215223097112861,0.37333333333333335,0.21938428558272713,0.8527000000000003,0.31351351351351353,0.6864864864864865,1.1908045977011494,1.2522447851913248
0.4990990990990991,0.5272108843537415,515.0,244.0,0.856140350877193,310.0,0.8831908831908832,41.0,0.14385964912280702,0.3214756258234519,0.37575757575757573,0.21785715295119532,0.8519365079365085,0.3162162162162162,0.6837837837837838,1.1882931882931882,1.2520629637334442
0.5063063063063064,0.5371621621621622,507.0,244.0,0.856140350877193,318.0,0.8857938718662952,41.0,0.14385964912280702,0.3249001331557923,0.38545454545454544,0.22561603733119243,0.8496230158730157,0.32342342342342345,0.6765765765765765,1.191795391238288,1.26540051860677
0.5135135135135135,0.5484949832775919,497.0,242.0,0.8491228070175438,328.0,0.8840970350404312,43.0,0.15087719298245614,0.3274695534506089,0.3975757575757576,0.22845825372842476,0.8452825396825402,0.3342342342342342,0.6657657657657658,1.189512374418035,1.275407734491845
0.5234234234234234,0.5617232808616405,486.0,242.0,0.8491228070175438,339.0,0.887434554973822,43.0,0.15087719298245614,0.3324175824175824,0.4109090909090909,0.2390994950833526,0.8435142857142868,0.3441441441441441,0.6558558558558558,1.1940028557829605,1.294679005205321
0.5315315315315315,0.5730706075533661,476.0,241.0,0.8456140350877193,349.0,0.8880407124681934,44.0,0.1543859649122807,0.33612273361227335,0.42303030303030303,0.24539812672989575,0.840992857142857,0.35405405405405405,0.645945945945946,1.1948184131390238,1.309109594068854
0.5378378378378378,0.5825874694873882,467.0,239.0,0.8385964912280702,358.0,0.8861386138613861,46.0,0.16140350877192983,0.3385269121813031,0.43393939393939396,0.24744578801559397,0.8371920634920635,0.36396396396396397,0.636036036036036,1.1922592259225924,1.3184732369166545
0.5441441441441441,0.5919354838709677,458.0,237.0,0.8315789473684211,367.0,0.8843373493975903,48.0,0.16842105263157894,0.3410071942446043,0.4448484848484848,0.24958247847776166,0.8331873015873018,0.3738738738738739,0.6261261261261262,1.1898357064622125,1.3281332828474062
0.5477477477477477,0.5990415335463258,450.0,233.0,0.8175438596491228,375.0,0.8782201405152225,52.0,0.1824561403508772,0.3411420204978038,0.45454545454545453,0.2443073882433251,0.8290166666666672,0.3846846846846847,0.6153153153153152,1.1816052799659356,1.3286583956230256
0.5558558558558558,0.6096595407759303,440.0,232.0,0.8140350877192982,385.0,0.8789954337899544,53.0,0.18596491228070175,0.34523809523809523,0.4666666666666667,0.2508839273256254,0.8262500000000007,0.3945945945945946,0.6054054054054054,1.182648401826484,1.344611528822055
0.5567567567567567,0.6138147566718996,434.0,227.0,0.7964912280701755,391.0,0.8708240534521158,58.0,0.20350877192982456,0.3434190620272315,0.47393939393939394,0.2407029268213162,0.8231230158730167,0.4045045045045045,0.5954954954954955,1.1716541810083014,1.337526873158691
0.5612612612612613,0.621011673151751,426.0,224.0,0.7859649122807018,399.0,0.8673913043478261,61.0,0.21403508771929824,0.3446153846153846,0.48363636363636364,0.23907587466625324,0.8207111111111115,0.4144144144144144,0.5855855855855856,1.1670355731225297,1.3421862348178137
0.5657657657657658,0.6280864197530864,418.0,221.0,0.775438596491228,407.0,0.8641188959660298,64.0,0.22456140350877193,0.3458528951486698,0.49333333333333335,0.23755951571473088,0.8182825396825403,0.4243243243243243,0.5756756756756757,1.1626326963906581,1.3470060126842929
0.5693693693693693,0.6345565749235474,410.0,217.0,0.7614035087719299,415.0,0.8592132505175983,68.0,0.23859649122807017,0.34609250398724084,0.503030303030303,0.23300168078502795,0.8135833333333333,0.43513513513513513,0.5648648648648649,1.156032373423678,1.3479392260555696
0.5738738738738739,0.6413949962092494,402.0,214.0,0.7508771929824561,423.0,0.8562753036437247,71.0,0.24912280701754386,0.3474025974025974,0.5127272727272727,0.2317118993107492,0.811156349206349,0.44504504504504505,0.554954954954955,1.1520794994479204,1.3530416951469584
0.581981981981982,0.6511278195488722,392.0,213.0,0.7473684210526316,433.0,0.8574257425742574,72.0,0.25263157894736843,0.35206611570247937,0.5248484848484849,0.23880373839529495,0.8067190476190479,0.45495495495495497,0.545045045045045,1.1536273627362736,1.3712048716833407
0.5882882882882883,0.6581899775617053,385.0,213.0,0.7473684210526316,440.0,0.859375,72.0,0.25263157894736843,0.35618729096989965,0.5333333333333333,0.24598518909623132,0.803538095238095,0.46126126126126127,0.5387387387387388,1.15625,1.3872557648301354
0.5918918918918918,0.6621923937360179,381.0,213.0,0.7473684210526316,444.0,0.8604651162790697,72.0,0.25263157894736843,0.35858585858585856,0.5381818181818182,0.2501000965158145,0.8027730158730161,0.4648648648648649,0.5351351351351351,1.1577167019027483,1.3965975544922913
0.5981981981981982,0.6701183431952663,372.0,211.0,0.7403508771929824,453.0,0.8595825426944972,74.0,0.2596491228070175,0.36192109777015435,0.5490909090909091,0.253204283858851,0.7983801587301592,0.47477477477477475,0.5252252252252252,1.156529239261687,1.4095874334206013
0.6054054054054054,0.6788856304985337,362.0,209.0,0.7333333333333333,463.0,0.8589981447124304,76.0,0.26666666666666666,0.3660245183887916,0.5612121212121212,0.25744786382135343,0.7945515873015877,0.48558558558558557,0.5144144144144145,1.155742958340361,1.4255691768826617
0.6153153153153154,0.6894545454545454,351.0,209.0,0.7333333333333333,474.0,0.8618181818181818,76.0,0.26666666666666666,0.3732142857142857,0.5745454545454546,0.26900095021404047,0.7912690476190479,0.4954954954954955,0.5045045045045045,1.1595371900826448,1.4535714285714285
0.6234234234234234,0.6984126984126984,341.0,208.0,0.7298245614035088,484.0,0.8627450980392157,77.0,0.27017543859649124,0.3788706739526412,0.5866666666666667,0.27653078020145655,0.786513492063493,0.5054054054054054,0.49459459459459465,1.1607843137254903,1.4756015722366023
0.6315315315315315,0.7072297780959198,331.0,207.0,0.7263157894736842,494.0,0.8636363636363636,78.0,0.2736842105263158,0.3847583643122677,0.5987878787878788,0.28417254834507333,0.7831325396825396,0.5153153153153153,0.48468468468468473,1.1619834710743802,1.4985325767951476
0.6387387387387388,0.7154009936124911,321.0,205.0,0.7192982456140351,504.0,0.863013698630137,80.0,0.2807017543859649,0.3897338403041825,0.610909090909091,0.28889287226284543,0.778866666666667,0.5261261261261261,0.4738738738738739,1.1611457036114572,1.5179107464478687
0.645045045045045,0.7225352112676057,312.0,203.0,0.712280701754386,513.0,0.8621848739495799,82.0,0.28771929824561404,0.3941747572815534,0.6218181818181818,0.29265930121456385,0.7750619047619053,0.536036036036036,0.463963963963964,1.1600305576776166,1.5352069494123657
0.6477477477477478,0.726764500349406,305.0,199.0,0.6982456140350877,520.0,0.858085808580858,86.0,0.3017543859649123,0.3948412698412698,0.6303030303030303,0.28826870924883785,0.7715936507936513,0.5459459459459459,0.4540540540540541,1.1545154515451546,1.5378028404344193
0.6522522522522523,0.7323162274618585,297.0,196.0,0.6877192982456141,528.0,0.8557536466774717,89.0,0.312280701754386,0.3975659229208925,0.64,0.2881279430750459,0.7673111111111117,0.5558558558558558,0.44414414414414416,1.1513776337115074,1.5484146471655813
0.6567567567567567,0.7377838953888507,289.0,193.0,0.6771929824561403,536.0,0.8535031847133758,92.0,0.32280701754385965,0.4004149377593361,0.6496969696969697,0.2881029033278081,0.7618119047619054,0.5657657657657658,0.43423423423423424,1.148349739432542,1.5595108102205721
0.6603603603603604,0.7426621160409557,281.0,189.0,0.6631578947368421,544.0,0.85,96.0,0.3368421052631579,0.4021276595744681,0.6593939393939394,0.2851740504163132,0.7559055555555567,0.5765765765765766,0.42342342342342343,1.1436363636363638,1.566181410974244
0.6621621621621622,0.7443762781186094,279.0,189.0,0.6631578947368421,546.0,0.8504672897196262,96.0,0.3368421052631579,0.40384615384615385,0.6618181818181819,0.2874817996068702,0.7549071428571436,0.5783783783783784,0.42162162162162165,1.144265080713679,1.5728744939271253
0.6630630630630631,0.7466124661246613,274.0,185.0,0.6491228070175439,551.0,0.8463901689708141,100.0,0.3508771929824561,0.40305010893246185,0.6678787878787878,0.28119915705194193,0.7517269841269847,0.5864864864864865,0.4135135135135135,1.1387795000698226,1.5697741084737988
0.6657657657657657,0.7505043712172159,267.0,181.0,0.6350877192982456,558.0,0.8429003021148036,104.0,0.3649122807017544,0.40401785714285715,0.6763636363636364,0.27731389333809964,0.7475031746031756,0.5963963963963964,0.4036036036036036,1.1340840428453722,1.5735432330827068
0.6756756756756757,0.7596795727636849,256.0,181.0,0.6350877192982456,569.0,0.8454680534918276,104.0,0.3649122807017544,0.41418764302059496,0.6896969696969697,0.2904000596377748,0.744151587301588,0.6063063063063063,0.39369369369369367,1.1375388356071863,1.6131518728170542
0.681981981981982,0.7660702451954937,247.0,179.0,0.6280701754385964,578.0,0.8450292397660819,106.0,0.3719298245614035,0.42018779342723006,0.7006060606060606,0.29524656848964165,0.7393896825396833,0.6162162162162163,0.38378378378378375,1.1369484316852736,1.6365208796639485
0.6891891891891891,0.7731755424063116,237.0,177.0,0.6210526315789474,588.0,0.8448275862068966,108.0,0.37894736842105264,0.427536231884058,0.7127272727272728,0.30151213763110024,0.7354634920634918,0.6270270270270271,0.37297297297297294,1.136677115987461,1.6651411136536998
0.6918918918918919,0.7767624020887729,230.0,173.0,0.6070175438596491,595.0,0.8415841584158416,112.0,0.3929824561403509,0.4292803970223325,0.7212121212121212,0.29817072678464906,0.7321190476190479,0.636936936936937,0.363063063063063,1.132313231323132,1.6719341778764532
0.7,0.7841866493843163,220.0,172.0,0.6035087719298246,605.0,0.8426183844011143,113.0,0.39649122807017545,0.4387755102040816,0.7333333333333333,0.3078722330237226,0.7263936507936515,0.6468468468468469,0.3531531531531531,1.1337047353760443,1.7089151450053708
0.7045045045045045,0.788931788931789,212.0,169.0,0.5929824561403508,613.0,0.840877914951989,116.0,0.4070175438596491,0.4435695538057743,0.743030303030303,0.30915688382503215,0.7207182539682543,0.6567567567567567,0.3432432432432433,1.1313630128444945,1.7275866832435416
0.709009009009009,0.7936102236421725,204.0,166.0,0.5824561403508772,621.0,0.8391891891891892,119.0,0.41754385964912283,0.4486486486486487,0.7527272727272727,0.31060983387446306,0.7132738095238103,0.6666666666666666,0.33333333333333337,1.1290909090909091,1.7473684210526315
0.7126126126126127,0.7972027972027972,198.0,164.0,0.5754385964912281,627.0,0.8382352941176471,121.0,0.4245614035087719,0.4530386740331492,0.76,0.31257724016782434,0.7053912698412703,0.6738738738738739,0.3261261261261261,1.1278074866310162,1.7644664146554232
0.7144144144144144,0.7989854153455929,195.0,163.0,0.5719298245614035,630.0,0.8377659574468085,122.0,0.4280701754385965,0.4553072625698324,0.7636363636363637,0.31360080246043653,0.7023031746031744,0.6774774774774774,0.32252252252252256,1.127176015473888,1.7733019700088208
0.7171171171171171,0.8022670025188917,188.0,159.0,0.5578947368421052,637.0,0.8348623853211009,126.0,0.4421052631578947,0.45821325648414984,0.7721212121212121,0.31099780714402653,0.6968809523809525,0.6873873873873874,0.31261261261261264,1.1232693911592995,1.7846200515698465
0.7234234234234235,0.8080050031269543,179.0,157.0,0.5508771929824562,646.0,0.834625322997416,128.0,0.44912280701754387,0.46726190476190477,0.7830303030303031,0.3174939500200725,0.6908150793650797,0.6972972972972973,0.3027027027027027,1.1229504345783416,1.8198621553884713
0.7261261261261261,0.8111801242236025,172.0,153.0,0.5368421052631579,653.0,0.8318471337579618,132.0,0.4631578947368421,0.4707692307692308,0.7915151515151515,0.315224173109192,0.6833349206349211,0.7072072072072072,0.2927927927927928,1.119212507237985,1.8335222672064777
0.7306306306306306,0.8155459592843923,164.0,150.0,0.5263157894736842,661.0,0.8304020100502513,135.0,0.47368421052631576,0.47770700636942676,0.8012121212121213,0.3176701157040046,0.6777809523809529,0.7171171171171171,0.2828828828828829,1.1172681589767017,1.8605430774388199
0.7378378378378379,0.8218003674219229,154.0,148.0,0.519298245614035,671.0,0.8304455445544554,137.0,0.4807017543859649,0.4900662251655629,0.8133333333333334,0.3265154453210216,0.6722428571428573,0.7279279279279279,0.27207207207207207,1.1173267326732674,1.908678982223771
0.7405405405405405,0.8248175182481752,147.0,144.0,0.5052631578947369,678.0,0.8278388278388278,141.0,0.49473684210526314,0.4948453608247423,0.8218181818181818,0.32487532490519605,0.6656500000000002,0.7378378378378379,0.26216216216216215,1.1138195138195137,1.9272924579489963
0.7432432432432432,0.8277945619335347,140.0,140.0,0.49122807017543857,685.0,0.8253012048192772,145.0,0.5087719298245614,0.5,0.8303030303030303,0.3234106590273641,0.660645343545344,0.7477477477477478,0.25225225225225223,1.1104052573932093,1.9473684210526316
0.7468468468468469,0.8308248043347382,135.0,139.0,0.48771929824561405,690.0,0.8253588516746412,146.0,0.512280701754386,0.5072992700729927,0.8363636363636363,0.3283425350416459,0.6578523809523814,0.7531531531531531,0.24684684684684688,1.1104828186167899,1.9757971571263924
0.7495495495495496,0.8331332533013205,131.0,138.0,0.4842105263157895,694.0,0.8252080856123662,147.0,0.5157894736842106,0.5130111524163569,0.8412121212121212,0.33175924988488215,0.6550214285714286,0.7576576576576577,0.2423423423423423,1.1102799697330017,1.998043435726864
0.754054054054054,0.8372093023255814,123.0,135.0,0.47368421052631576,702.0,0.823943661971831,150.0,0.5263157894736842,0.5232558139534884,0.850909090909091,0.3357061574461249,0.6462166666666667,0.7675675675675676,0.2324324324324324,1.1085787451984634,2.0379436964504287
0.754054054054054,0.8383658969804618,117.0,129.0,0.45263157894736844,708.0,0.8194444444444444,156.0,0.5473684210526316,0.524390243902439,0.8581818181818182,0.3269073684332459,0.6344198412698416,0.7783783783783784,0.22162162162162158,1.1025252525252525,2.0423620025673945
0.7531531531531531,0.8388235294117647,112.0,123.0,0.43157894736842106,713.0,0.8148571428571428,162.0,0.5684210526315789,0.5234042553191489,0.8642424242424243,0.31633044553364276,0.6282333333333339,0.7882882882882883,0.21171171171171166,1.0963532467532466,2.0385218365061597
0.7594594594594595,0.8439509059029807,103.0,121.0,0.4245614035087719,722.0,0.8148984198645598,164.0,0.5754385964912281,0.5401785714285714,0.8751515151515151,0.3262225642250666,0.6170365079365081,0.7981981981981981,0.20180180180180185,1.0964087830904987,2.103853383458646
0.7675675675675676,0.8501742160278746,93.0,120.0,0.42105263157894735,732.0,0.8160535117056856,165.0,0.5789473684210527,0.5633802816901409,0.8872727272727273,0.3420366362090768,0.6093396825396827,0.8081081081081081,0.19189189189189193,1.097962906658559,2.1942179392142322
0.7738738738738739,0.8551644547028274,84.0,118.0,0.41403508771929826,741.0,0.816079295154185,167.0,0.5859649122807018,0.5841584158415841,0.8981818181818182,0.3534982033222295,0.5922595238095244,0.818018018018018,0.181981981981982,1.0979975971165399,2.2751433038040645
0.7756756756756756,0.8573065902578797,77.0,113.0,0.39649122807017545,748.0,0.8130434782608695,172.0,0.6035087719298246,0.5947368421052631,0.9066666666666666,0.3515989525543439,0.5783015873015874,0.8288288288288288,0.1711711711711712,1.093913043478261,2.3163434903047087
0.772972972972973,0.856492027334852,73.0,106.0,0.3719298245614035,752.0,0.807733619763695,179.0,0.6280701754385964,0.5921787709497207,0.9115151515151515,0.336679607369502,0.5667928571428572,0.8387387387387387,0.16126126126126128,1.086768870227517,2.306380476330491
0.7693693693693694,0.8545454545454545,73.0,102.0,0.35789473684210527,752.0,0.8042780748663102,183.0,0.6421052631578947,0.5828571428571429,0.9115151515151515,0.32295209518756457,0.5603230158730156,0.8423423423423423,0.1576576576576577,1.0821195916383082,2.270075187969924
0.7684684684684685,0.8545557441992077,70.0,98.0,0.34385964912280703,755.0,0.8014861995753716,187.0,0.656140350877193,0.5833333333333334,0.9151515151515152,0.3157096058946963,0.5519380952380954,0.8486486486486486,0.15135135135135136,1.0783632503377727,2.2719298245614037
0.7747747747747747,0.859392575928009,61.0,96.0,0.3368421052631579,764.0,0.8016789087093389,189.0,0.6631578947368421,0.6114649681528662,0.926060606060606,0.32957039520242865,0.5399785714285713,0.8585585585585586,0.14144144144144144,1.0786225317180196,2.3814951391216894
0.7846846846846847,0.8664058133035215,50.0,96.0,0.3368421052631579,775.0,0.803941908713693,189.0,0.6631578947368421,0.6575342465753424,0.9393939393939394,0.3570383002432758,0.5099309523809525,0.8684684684684685,0.13153153153153152,1.0816672953602415,2.560922855082913
0.7882882882882883,0.8695169350360911,42.0,92.0,0.32280701754385965,783.0,0.8022540983606558,193.0,0.6771929824561403,0.6865671641791045,0.9490909090909091,0.3645675352792,0.49842619047619013,0.8792792792792793,0.12072072072072071,1.0793964232488822,2.6739984289080914
0.790990990990991,0.8719646799116998,35.0,88.0,0.3087719298245614,790.0,0.8004052684903749,197.0,0.6912280701754386,0.7154471544715447,0.9575757575757575,0.3706697990068229,0.48374444444444437,0.8891891891891892,0.11081081081081079,1.0769089066961406,2.7864783910997013
0.7918918918918919,0.8731466227347611,30.0,84.0,0.29473684210526313,795.0,0.7981927710843374,201.0,0.7052631578947368,0.7368421052631579,0.9636363636363636,0.3718046209845667,0.459301587301587,0.8972972972972973,0.10270270270270265,1.0739320920043811,2.8698060941828265
0.7918918918918919,0.8732857926494789,29.0,83.0,0.2912280701754386,796.0,0.7975951903807615,202.0,0.7087719298245614,0.7410714285714286,0.9648484848484848,0.37140260107821177,0.45761587301587314,0.8990990990990991,0.10090090090090087,1.0731280743304792,2.886278195488723
0.7927927927927928,0.8745910577971646,23.0,78.0,0.2736842105263158,802.0,0.7948463825569871,207.0,0.7263157894736842,0.7722772277227723,0.9721212121212122,0.3733658510338193,0.4298000000000002,0.909009009009009,0.09099099099099095,1.0694296783494008,3.0078165711307987
0.7882882882882883,0.8726287262872628,20.0,70.0,0.24561403508771928,805.0,0.7892156862745098,215.0,0.7543859649122807,0.7777777777777778,0.9757575757575757,0.35428273522147363,0.4101866522366522,0.918918918918919,0.08108108108108103,1.0618538324420677,3.029239766081873
0.7828828828828829,0.8700808625336928,18.0,62.0,0.21754385964912282,807.0,0.7834951456310679,223.0,0.7824561403508772,0.775,0.9781818181818182,0.330623412576803,0.364325396825397,0.9279279279279279,0.07207207207207211,1.0541571050308916,3.0184210526315773
